ResponseId,Progress,Duration (in seconds),Finished,UserLanguage,Q3.1,Q3.2,Q3.3,Q3.4,Q4.1,Q4.2,Q4.3,Q4.4,Q5.1,Q5.2,Q5.3,Q5.4,Q6.1,Q6.2,Q6.3,Q6.4,Q7.1,Q7.2,Q7.3,Q7.4,Q8.1,Q8.2,Q8.3,Q8.4,Q10.1,Q10.2,Q10.3,Q10.4,Q11.1,Q11.2,Q11.3,Q11.4,Q12.1,Q12.2,Q12.3,Q12.4,Q13.1,Q13.2,Q13.3,Q13.4,Q14.1,Q14.2,Q14.3,Q14.4,Q15.2,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,SC0
R_3e3kIElN1rhdved,4,371,FALSE,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
R_7iQNeSIqAraUhtH,100,809,TRUE,EN,"crilollering,corsenations,ancechuttos",,,"squeanings,cazzagra,nusprils",,,"erpechitades,marreccone,scalilla","cazzagra,citocoli,thuckeding",,,"fleceils,scalilla,ipanelle","flicetock,fifuffies,grumbered",,,"menaprigication,squeanings,thrurring","squayophrenism,fifuffies,corsenations",,"ascodiments,margrel,dabbedness",,"brolorous,ancechuttos,nusprils",,"diadegons,pylisation,erteycole",,"corsenations,margrel,caeduseousness","forbicing,phongishments,scuptitally",,,"crilders,refomped,spaightness","quiprigraphy,trilching,menniated",,,"repufling,femiture,diruditions","spaightness,dispights,bambeagna",,,"conscrastions,scuptitally,phongishments","shoquets,prynching,sauging",,"bambeagna,fereniration,enrogiciously",,,"fepupirition,saglidity,bambeagna","femiture,chrotutation,enrogiciously",,Yes,English,Native,Yes,No,Female,31
R_3hACSFGsccOMoFR,100,195,TRUE,EN,"shomples,ancechuttos,scalilla","ropsta,canmiobraine,erteycole",,,,"ascodiments,bambeagna,alphociration",,"citocoli,seasslins,erdellation",,,"fleceils,scalilla,caeduseousness","flicetock,susteries,fifuffies","caeduseousness,alphociration,selorine",,,"squayophrenism,corsenations,pylisation",,,"lusidour,cazzagra,seasslins","crilollering,thellering,nusprils",,,"acchots,erdellation,fereniration","margrel,fluckles,squeping","acribating,crettoes,phongishments",,,"crilders,refomped,spaightness","sweadles,grumbered,menniated",,"cacqueting,shoquets,concinging",,,"recightlectly,zimbazza,snially","bicrinations,urreocatry,menniated",,"squeanings,shoquets,prynching","concinging,scuptitally,ataulting",,,,,"femiture,raruting,snially","scuptitally,urreocatry,refomped",Yes,"English, Chinese",Native,Yes,No,Female,27
R_6rIfTVMwBKYiRi1,100,438,TRUE,EN,,"stroblings,thellering,figelled",,"squeanings,incarpritation,nusprils","ancechuttos,fleceils,brolorous","ascodiments,myrticates,flicetock",,,,"dabbedness,shomples,squeanings",,"gormidion,susteries,fifuffies","caeduseousness,lusidour,selorine",,"menaprigication,ipanelle,briagra",,,"margrel,citocoli,dabbedness","selorine,operrhaging,fifuffies",,"rehotes,scayons,brolorous","figels,diadegons,erteycole",,,"acribating,crettoes,repufling","raruting,flompled,sauging",,,,"wrartering,sauging,raruting","concinging,urerrivuration,tyvuniated",,,"recightlectly,erpechitades,snially","bicrinations,urreocatry,menniated",,"squeanings,raruting,sauging",,,"snially,zimbazza,risitating",,,"femiture,chrotutation,pragingness","scuptitally,refomped,flompled",Yes,English,Native,Yes,No,Female,29
R_5ZTVcNvtIanfez7,100,166,TRUE,EN,"crilollering,shomples,ancechuttos",,"hularing,thrurring,briagra",,,"myrticates,figels,flicetock",,"citocoli,seasslins,erdellation","seasslins,thuckeding,cazzagra",,"corsenations,ipanelle,lusidour",,"acchots,ascodiments,selorine",,,"incarpritation,fifuffies,pylisation","susteries,acchots,corsenations",,"selorine,operrhaging,cazzagra",,"ropsta,menaprigication,thellering","figels,pylisation,erteycole",,,,,"trambings,bambeagna,tyvuniated","crilders,refomped,saglidity",,"rechetsel,zimbazza,sauging","concinging,liechersedding,tyvuniated",,,,"bicrinations,enrogiciously,menniated","diruditions,risitating,conscrastions","fifuffies,raruting,sauging",,,"snially,saglidity,urerrivuration",,"veysurition,fepupirition,bambeagna","femiture,pragingness,enrogiciously",,Yes,English,Native,Yes,No,Female,26
R_7TTS4NohKbiOICb,2,5,FALSE,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
R_18kntxtEhwphKvf,2,39,FALSE,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
R_715T6Rm0Fbfxk5D,100,298,TRUE,EN,,"croapings,stroblings,erteycole","diturably,hularing,flicetock",,"susteries,fifuffies,frumbered",,"erpechitades,scalilla,diturably",,"pragingness,thuckeding,fluckles",,,"flicetock,operrhaging,grumbered","caeduseousness,alphociration,lusidour",,,"incarpritation,squayophrenism,corsenations",,"tescourine,margrel,citocoli","cazzagra,fifuffies,seasslins",,,"diadegons,pylisation,erteycole",,"corsenations,squeping,caeduseousness","acribating,crettoes,scuptitally",,"trambings,femiture,bambeagna",,"sweadles,trilching,menniated","wrartering,zimbazza,raruting",,,"spaightness,obsightness,bambeagna","chaspection,erpechitades,covigating",,,,"ancechuttos,concinging,scuptitally","boincole,chaspection,fereniration",,"tyvuniated,urpharities,fereniration",,,"urerrivuration,shoquets,ancechuttos",Yes,English,Native,Yes,No,Female,32
R_7LMQfYK8ucOZuXo,100,233,TRUE,EN,"crilollering,whebbling,corsenations",,"hularing,thrurring,susteries",,"ancechuttos,fleceils,brolorous",,"marreccone,aspintades,selorine",,"sweadles,thuckeding,fluckles",,"corsenations,caeduseousness,ascodiments",,,,"frumbered,menaprigication,squeanings","incarpritation,operrhaging,squayophrenism",,,"selorine,fifuffies,seasslins","brolorous,thellering,nusprils","ropsta,thrurring,thellering","figels,pylisation,squayophrenism",,,"forbicing,phongishments,scuptitally",,,"squeasts,spaightness,erpechitades","sweadles,trilching,squeasts","wrartering,chaspection,raruting",,,"spaightness,obsightness,bambeagna",,"grumbered,fifuffies,liechersedding",,"fifuffies,squeanings,sauging",,,"conscrastions,zimbazza,saglidity",,"veysurition,fepupirition,erpechitades","chrotutation,snially,enrogiciously",,Yes,english,Native,No,No,Male,33
R_6Klrirg494NTEgU,100,1564,TRUE,EN,,,"hularing,thrurring,susteries","squeanings,fluckles,thuckeding",,,"erpechitades,aspintades,scalilla","ipanelle,citocoli,seasslins",,"briagra,aspintades,squeanings",,"flicetock,gormidion,grumbered",,"grumbered,ancechuttos,tygranate","frumbered,menaprigication,thrurring",,"myrticates,susteries,squeanings",,,"brolorous,crilollering,nusprils","rehotes,ropsta,thrurring","squayophrenism,erteycole,thuckeding",,,,"raruting,flompled,fluckles","liechersedding,trambings,femiture",,,"pragingness,zimbazza,raruting","cacqueting,shoquets,concinging",,"spaightness,fluckles,repufling","chaspection,erpechitades,covigating",,,,"phongishments,scuptitally,ataulting",,"zimbazza,saglidity,urerrivuration",,"saglidity,bambeagna,erpechitades",,"urreocatry,refomped,flompled",Yes,Spanish,Non-native but fluent,No,No,Female,34
R_3s0r4BhAs8nI7YJ,100,340,TRUE,EN,,"stroblings,thellering,ropsta",,"thuckeding,igmanilating,cazzagra","susteries,thrurring,brolorous",,"aspintades,scalilla,diturably",,,"dabbedness,briagra,whebbling","fleceils,scalilla,caeduseousness",,,"grumbered,urpharities,bambeagna",,"operrhaging,squayophrenism,pylisation","susteries,acchots,urpharities","aspintades,tescourine,citocoli",,,,"diadegons,squayophrenism,erteycole",,"corsenations,incarpritation,squeping",,,"liechersedding,prebicing,trambings","crilders,spaightness,erpechitades","sweadles,quiprigraphy,trilching","rechetsel,wrartering,chaspection",,,,,"bicrinations,enrogiciously,fifuffies","sauging,conscrastions,scuptitally","squeanings,raruting,sauging","phongishments,concinging,ataulting",,,"urpharities,sweadles,prebicing",,"femiture,menniated,snially",,Yes,english,Native,Yes,No,Female,35
R_1hzixRAHoNW5V6Z,100,128,TRUE,EN,"shomples,corsenations,ancechuttos",,,"squeanings,fluckles,nusprils","susteries,fifuffies,fleceils",,"marreccone,aspintades,scalilla",,,,"fleceils,ipanelle,lusidour","flicetock,gormidion,grumbered",,"igmanilating,urpharities,tygranate",,"squayophrenism,fifuffies,pylisation","myrticates,corsenations,urpharities","aspintades,frumbered,citocoli",,,,,"acchots,fereniration,myrticates","corsenations,squeping,caeduseousness",,"raruting,flompled,fluckles","prebicing,trambings,femiture",,"trilching,menniated,squeasts",,,"encrocing,femiture,diruditions",,"zimbazza,erpechitades,covigating",,"risitating,raruting,phongishments",,,"boincole,frumbered,chaspection","conscrastions,urerrivuration,risitating",,"fepupirition,bambeagna,erpechitades","snially,pragingness,enrogiciously",,Yes,Serbian,Non-native but fluent,No,No,Male,26
R_3NzHiz7R9M9igDv,100,171,TRUE,EN,,,"hularing,thrurring,susteries","squeanings,thuckeding,cazzagra",,,"erpechitades,rehotes,scalilla","cazzagra,citocoli,seasslins",,"dabbedness,aspintades,whebbling",,"susteries,fifuffies,operrhaging",,"ancechuttos,scayons,tygranate",,"operrhaging,diadegons,corsenations",,"frumbered,citocoli,dabbedness","selorine,cazzagra,fifuffies",,,,"erdellation,selorine,fereniration","corsenations,margrel,caeduseousness",,"flompled,fluckles,sweadles","prebicing,bambeagna,tyvuniated",,"sweadles,quiprigraphy,grumbered",,,"encrocing,urpharities,diruditions","spaightness,obsightness,repufling","frumbered,recightlectly,covigating",,,,,"bambeagna,squeasts,frumbered","snially,zimbazza,urerrivuration",,"fepupirition,fifuffies,trambings","femiture,chrotutation,pragingness",,Yes,English,Native,Yes,No,Female,29
R_5OGEbEzIx2i7gGZ,4,25,FALSE,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
R_18MvsmErgkbDieR,2,6,FALSE,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
R_7fHO9HYb8ayY5YE,100,127,TRUE,EN,"crilollering,corsenations,scalilla",,,"cazzagra,incarpritation,nusprils","susteries,ancechuttos,fleceils",,"erpechitades,marreccone,selorine",,,"shomples,squeanings,whebbling",,"nusprils,fifuffies,grumbered","caeduseousness,fereniration,alphociration",,"menaprigication,canmiobraine,ipanelle",,"susteries,squeanings,acchots","aspintades,margrel,citocoli",,,,,"ardudellis,alphociration,myrticates","figelled,fluckles,incarpritation",,,"dispights,bambeagna,tyvuniated","crilders,spaightness,saglidity",,,"cacqueting,shoquets,fifuffies","repufling,femiture,diruditions","obsightness,urpharities,fluckles",,,"sauging,risitating,scuptitally","fluckles,squeanings,prynching","erpechitades,phongishments,concinging",,,"sweadles,prebicing,risitating",,"chrotutation,menniated,snially",,Yes,English,Native,Yes,No,Prefer not to say,29
R_5F5sAfixSlt7lAe,100,610,TRUE,EN,,,"thrurring,sweadles,susteries","fluckles,thuckeding,cazzagra","susteries,fleceils,thrurring","ascodiments,boincole,myrticates",,,,"dabbedness,squeanings,whebbling",,"susteries,fifuffies,grumbered",,"igmanilating,urpharities,scayons","canmiobraine,squeanings,briagra",,"susteries,corsenations,urpharities",,,"brolorous,crilollering,nusprils",,"figels,diadegons,pylisation",,"corsenations,margrel,fluckles","acribating,phongishments,cacqueting","raruting,flompled,sauging",,,,,"cacqueting,shoquets,tyvuniated","prynching,repufling,urpharities",,"frumbered,covigating,snially",,"diruditions,conscrastions,scuptitally","fluckles,prynching,sauging","erpechitades,phongishments,ataulting",,,"tyvuniated,sweadles,concinging","veysurition,saglidity,trambings",,,Yes,English,Native,Yes,No,Female,32
R_3M5S07OOR73Rg6A,100,259,TRUE,EN,,"thellering,ropsta,erteycole",,"squeanings,thuckeding,cazzagra","fleceils,thrurring,brolorous","boincole,bambeagna,myrticates",,,,"shomples,margrel,aspintades","scalilla,ipanelle,ascodiments",,"caeduseousness,fereniration,alphociration",,"menaprigication,canmiobraine,thrurring",,,"tescourine,citocoli,dabbedness","selorine,cazzagra,seasslins",,,"figels,diadegons,pylisation","erdellation,ardudellis,selorine",,"crettoes,phongishments,cacqueting",,"prebicing,trambings,dispights",,"sweadles,dispights,squeasts","rechetsel,zimbazza,raruting",,,,,"urreocatry,menniated,liechersedding","risitating,raruting,scuptitally",,"erpechitades,concinging,ataulting","boincole,frumbered,chaspection",,,"saglidity,erpechitades,trambings",,"urreocatry,refomped,shoquets",Yes,English,Native,Yes,No,Male,29
R_7NwhoBBNQDhTvWh,100,578,TRUE,EN,"crilollering,shomples,scalilla","stroblings,thellering,canmiobraine",,,"susteries,ancechuttos,brolorous","ascodiments,myrticates,figels",,,,,"fleceils,scalilla,lusidour","gormidion,fifuffies,operrhaging",,"grumbered,igmanilating,tygranate","menaprigication,canmiobraine,squeanings",,,"aspintades,tescourine,citocoli","selorine,operrhaging,fifuffies",,,,"erdellation,ardudellis,alphociration","corsenations,squeping,caeduseousness",,"flompled,sweadles,sauging","trambings,femiture,dispights",,"sweadles,trilching,squeasts","wrartering,pragingness,raruting",,,,"frumbered,chaspection,covigating","bicrinations,enrogiciously,urreocatry",,"shoquets,prynching,sauging",,,"snially,urerrivuration,obsightness",,,"femiture,snially,pragingness","scuptitally,shoquets,ancechuttos",Yes,English and Spanish,Native,Yes,No,Female,32
R_1kUiucMU0RmMTyK,100,150,TRUE,EN,"crilollering,squeping,scalilla",,"hularing,thrurring,susteries",,,"boincole,bambeagna,myrticates",,"cazzagra,seasslins,thuckeding",,"shomples,aspintades,whebbling",,"flicetock,gormidion,fifuffies",,,"frumbered,menaprigication,squeanings","operrhaging,squayophrenism,corsenations",,"ascodiments,aspintades,citocoli","selorine,cazzagra,seasslins",,,"pylisation,squayophrenism,erteycole",,"corsenations,figelled,incarpritation","forbicing,crettoes,repufling","raruting,flompled,fluckles",,,,,"concinging,liechersedding,tyvuniated","encrocing,prynching,femiture",,"frumbered,recightlectly,erpechitades","enrogiciously,menniated,liechersedding",,,"phongishments,bicrinations,scuptitally","bambeagna,boincole,fereniration",,"tyvuniated,fereniration,prebicing","fepupirition,bambeagna,erpechitades",,,Yes,English,Native,Yes,No,Female,36
R_6I54UO4BRpV9dmx,100,224,TRUE,EN,"squeping,shomples,corsenations","croapings,thellering,ropsta",,,,"ascodiments,bambeagna,flicetock","marreccone,aspintades,rehotes",,"pragingness,crilollering,fluckles",,,"flicetock,nusprils,fifuffies",,"grumbered,igmanilating,urpharities","frumbered,squeanings,thrurring",,"myrticates,susteries,acchots",,"lusidour,fifuffies,seasslins",,,"diadegons,pylisation,erteycole","selorine,fereniration,myrticates",,"acribating,crettoes,phongishments",,,"crilders,refomped,spaightness","quiprigraphy,trilching,menniated","pragingness,sauging,raruting",,,,,"bicrinations,urreocatry,menniated","diruditions,sauging,scuptitally","squeanings,shoquets,sauging",,,"snially,saglidity,risitating","tyvuniated,urpharities,prebicing","veysurition,fepupirition,saglidity",,,Yes,English,Native,Yes,No,Female,36
R_5GjgLBeggasgWSL,100,379,TRUE,EN,"crilollering,whebbling,corsenations",,"diturably,hularing,susteries",,"thrurring,brolorous,frumbered","ascodiments,myrticates,alphociration",,,,"briagra,squeanings,whebbling","fleceils,ipanelle,lusidour",,,"igmanilating,urpharities,tygranate",,"squayophrenism,fifuffies,pylisation","tygranate,myrticates,acchots","ascodiments,aspintades,citocoli",,,,"figels,canmiobraine,squayophrenism","alphociration,selorine,fereniration",,"crettoes,phongishments,repufling",,"prebicing,femiture,dispights",,,,"shoquets,concinging,liechersedding","urpharities,boincole,diruditions","spaightness,obsightness,repufling",,,"diruditions,sauging,phongishments","fifuffies,squeanings,prynching","erpechitades,bicrinations,ataulting",,,,"fepupirition,saglidity,erpechitades",,"urreocatry,urerrivuration,refomped",Yes,"Korean, English",Native,Yes,No,Female,30
R_6Qo9FnCrdoe4CVA,100,694,TRUE,EN,"whebbling,squeping,corsenations",,"hularing,thrurring,susteries",,,"myrticates,figels,alphociration",,"ipanelle,citocoli,seasslins",,,"corsenations,caeduseousness,lusidour","flicetock,gormidion,fifuffies",,"grumbered,urpharities,scayons",,"operrhaging,corsenations,pylisation",,"ascodiments,tescourine,frumbered","selorine,cazzagra,seasslins",,"scayons,ropsta,menaprigication","figels,diadegons,pylisation",,,,,"trambings,femiture,dispights","crilders,refomped,squeasts",,"pragingness,zimbazza,chaspection","shoquets,concinging,fifuffies",,,"zimbazza,erpechitades,covigating","bicrinations,enrogiciously,liechersedding",,,"phongishments,scuptitally,ataulting",,"snially,saglidity,risitating",,"fepupirition,saglidity,bambeagna","chrotutation,raruting,pragingness",,Yes,English,Native,Yes,No,Female,33
R_1kcXmlKRejsRIwk,100,152,TRUE,EN,"crilollering,whebbling,squeping",,,"thuckeding,incarpritation,nusprils","susteries,brolorous,frumbered","bambeagna,myrticates,figels",,,,"briagra,squeanings,whebbling","corsenations,scalilla,ipanelle",,"caeduseousness,acchots,selorine",,"menaprigication,canmiobraine,ipanelle",,"tygranate,acchots,corsenations",,"bambeagna,selorine,fifuffies",,,"diadegons,squayophrenism,thuckeding","erdellation,alphociration,myrticates",,,"raruting,flompled,fluckles",,"refomped,squeasts,spaightness",,,"shoquets,liechersedding,tyvuniated","encrocing,repufling,femiture","obsightness,bambeagna,repufling",,,"diruditions,raruting,scuptitally","fifuffies,squeanings,sauging","ancechuttos,erpechitades,concinging",,,"tyvuniated,sweadles,prebicing",,,"urreocatry,urerrivuration,flompled",Yes,English,Native,Yes,No,Female,32
R_6xDUtgKY6xUFjI5,100,262,TRUE,EN,"crilollering,whebbling,squeping","thellering,figelled,erteycole",,,"susteries,ancechuttos,fifuffies",,"marreccone,aspintades,selorine",,,"dabbedness,briagra,margrel","corsenations,caeduseousness,lusidour",,"caeduseousness,acchots,lusidour",,,"diadegons,fifuffies,corsenations","tygranate,myrticates,urpharities",,,"grumbered,thellering,nusprils","ropsta,brolorous,thellering","figels,pylisation,squayophrenism",,,"forbicing,phongishments,scuptitally",,,"crilders,refomped,saglidity",,,"shoquets,concinging,liechersedding","encrocing,boincole,diruditions","urpharities,fluckles,bambeagna","frumbered,erpechitades,snially",,,,"erpechitades,concinging,ataulting",,"conscrastions,zimbazza,saglidity",,"veysurition,fepupirition,erpechitades",,"scuptitally,urreocatry,shoquets",Yes,english,Native,Yes,No,Female,32
R_6Nb421SaGMpM4Al,100,713,TRUE,EN,"crilollering,whebbling,corsenations",,"hularing,thrurring,susteries",,"ancechuttos,fleceils,frumbered",,,"ipanelle,citocoli,erdellation",,"dabbedness,aspintades,squeanings",,"flicetock,susteries,fifuffies","fereniration,alphociration,ascodiments",,,"incarpritation,operrhaging,diadegons","myrticates,susteries,urpharities",,,"brolorous,crilollering,nusprils",,,"erdellation,ardudellis,selorine","corsenations,margrel,incarpritation",,,"liechersedding,trambings,femiture","crilders,spaightness,erpechitades",,,"shoquets,concinging,tyvuniated","encrocing,prynching,urpharities",,,"bicrinations,enrogiciously,grumbered","diruditions,conscrastions,scuptitally","squeanings,raruting,sauging",,,"snially,zimbazza,risitating",,"veysurition,saglidity,trambings","chrotutation,pragingness,enrogiciously",,Yes,"English, Spanish",Native,Yes,No,Female,37
R_5TEOu1pvfI7nrBn,100,545,TRUE,EN,,,"thrurring,flicetock,susteries","squeanings,fluckles,thuckeding",,,"erpechitades,marreccone,aspintades","ipanelle,citocoli,seasslins","sweadles,pragingness,cazzagra",,,"nusprils,fifuffies,grumbered","caeduseousness,fereniration,alphociration",,"frumbered,canmiobraine,squeanings",,"tygranate,corsenations,urpharities",,,"brolorous,erteycole,crilollering",,"figels,squayophrenism,erteycole",,"margrel,incarpritation,squeping","forbicing,crettoes,phongishments","ataulting,flompled,sauging",,,"sweadles,menniated,squeasts",,,"urpharities,boincole,femiture",,,"enrogiciously,menniated,liechersedding","diruditions,conscrastions,scuptitally","squeanings,raruting,prynching","ancechuttos,erpechitades,phongishments",,,"urpharities,fereniration,prebicing",,"femiture,chrotutation,snially",,Yes,english,Native,No,No,Female,37
R_1mUYETmrlf1qctX,100,216,TRUE,EN,,"stroblings,thellering,erteycole","hularing,thrurring,susteries",,"ancechuttos,fleceils,frumbered","boincole,figels,flicetock",,,,,"corsenations,scalilla,caeduseousness","nusprils,susteries,operrhaging",,,"menaprigication,canmiobraine,squeanings","incarpritation,squayophrenism,pylisation","squeanings,corsenations,urpharities","ascodiments,margrel,citocoli",,,"rehotes,scayons,menaprigication",,"acchots,ardudellis,selorine",,,"flompled,sweadles,sauging",,"covigating,squeasts,spaightness","sweadles,trilching,grumbered",,"cacqueting,shoquets,concinging",,,"zimbazza,erpechitades,snially","bicrinations,grumbered,fifuffies",,,"bicrinations,concinging,ataulting","boincole,frumbered,enrogiciously",,"tyvuniated,risitating,concinging",,,"scuptitally,urerrivuration,ancechuttos",Yes,"Chinese, English",Non-native but fluent,Yes,No,Male,31
R_5nTwM5jvuT9KK2a,100,323,TRUE,EN,,,"diturably,hularing,thrurring","squeanings,igmanilating,incarpritation","ancechuttos,brolorous,frumbered",,,"ipanelle,seasslins,erdellation","pragingness,crilollering,cazzagra",,"scalilla,caeduseousness,lusidour",,,,"menaprigication,canmiobraine,squeanings","incarpritation,squayophrenism,fifuffies",,"ascodiments,margrel,citocoli","bambeagna,selorine,fifuffies",,,,"erdellation,fereniration,myrticates","corsenations,figelled,caeduseousness","crettoes,phongishments,cacqueting","ataulting,flompled,sauging",,,,"pragingness,zimbazza,chaspection","cacqueting,concinging,urerrivuration",,,"recightlectly,erpechitades,covigating",,"diruditions,conscrastions,scuptitally","fifuffies,fluckles,squeanings",,,"snially,conscrastions,saglidity",,,"femiture,pragingness,enrogiciously","scuptitally,urreocatry,refomped",Yes,English,Native,Yes,Yes,Female,34
R_3jcCS1mYd7orKOS,100,1897,TRUE,EN,,"croapings,thellering,ropsta","hularing,thrurring,sweadles",,,,"rehotes,scalilla,diturably","cazzagra,citocoli,incarpritation",,"briagra,margrel,squeanings",,"flicetock,gormidion,grumbered",,"urpharities,bambeagna,scayons","frumbered,squeanings,thrurring",,"myrticates,susteries,acchots",,"lusidour,selorine,cazzagra",,"rehotes,scayons,ropsta",,,"margrel,fluckles,incarpritation",,"raruting,flompled,sauging","prebicing,femiture,dispights",,"quiprigraphy,dispights,squeasts","wrartering,zimbazza,raruting",,,,"recightlectly,erpechitades,covigating","bicrinations,enrogiciously,menniated",,,,"chaspection,fereniration,enrogiciously","snially,conscrastions,risitating",,"veysurition,fepupirition,saglidity","chrotutation,raruting,pragingness",,Yes,English,Native,Yes,Yes,Female,33
R_7jUJk2HAEE2siWA,100,341,TRUE,EN,"crilollering,squeping,shomples","croapings,stroblings,thellering",,,,"ascodiments,bambeagna,figels","erpechitades,aspintades,selorine",,"sweadles,seasslins,fluckles",,"fleceils,corsenations,lusidour",,"fereniration,alphociration,selorine",,"menaprigication,canmiobraine,thrurring",,,"margrel,citocoli,dabbedness","lusidour,bambeagna,operrhaging",,,"diadegons,squayophrenism,erteycole",,"margrel,figelled,caeduseousness","forbicing,crettoes,phongishments",,,"spaightness,saglidity,erpechitades",,,"cacqueting,concinging,liechersedding","encrocing,prynching,boincole","obsightness,dispights,urpharities",,"bicrinations,grumbered,menniated",,,"bicrinations,concinging,scuptitally",,"snially,zimbazza,risitating",,"veysurition,fepupirition,trambings",,"scuptitally,refomped,ancechuttos",Yes,English,Native,Yes,No,Female,37
R_32LEgOWnhptWQxz,100,206,TRUE,EN,"crilollering,squeping,shomples",,,"squeanings,fluckles,thuckeding","fifuffies,fleceils,brolorous",,,"citocoli,seasslins,incarpritation","sweadles,seasslins,pragingness",,"caeduseousness,ipanelle,lusidour",,,"grumbered,urpharities,scayons",,"incarpritation,squayophrenism,diadegons","myrticates,susteries,corsenations",,,"erteycole,thellering,nusprils",,"diadegons,pylisation,erteycole","erdellation,alphociration,fereniration",,"forbicing,acribating,repufling","raruting,ataulting,sauging",,,"trilching,dispights,menniated",,,"encrocing,prynching,repufling",,,"bicrinations,urreocatry,menniated","diruditions,conscrastions,phongishments",,,"frumbered,chaspection,fereniration","snially,saglidity,risitating",,,"raruting,snially,pragingness","scuptitally,flompled,shoquets",Yes,English and Spanish,Native,Yes,No,Female,32
R_1G9eBs7yDWupirI,100,333,TRUE,EN,"crilollering,squeping,shomples",,,"squeanings,fluckles,thuckeding","ancechuttos,brolorous,frumbered",,"erpechitades,marreccone,scalilla",,,"dabbedness,briagra,margrel",,"flicetock,fifuffies,grumbered",,,"menaprigication,canmiobraine,ipanelle","operrhaging,squayophrenism,diadegons","tygranate,susteries,acchots","tescourine,margrel,citocoli",,,"rehotes,scayons,brolorous","figels,diadegons,canmiobraine",,,,,"trambings,femiture,tyvuniated","crilders,refomped,erpechitades",,"pragingness,chaspection,sauging",,"prynching,boincole,diruditions",,,"fifuffies,urreocatry,menniated","risitating,conscrastions,raruting","shoquets,raruting,sauging",,,"snially,saglidity,risitating","urpharities,risitating,concinging","veysurition,fepupirition,erpechitades",,,Yes,English/Spanish,Native,Yes,No,Male,32
R_5abjKsUH26IEdLX,2,8,FALSE,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
R_3OxfMb1t24tRei0,2,7,FALSE,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
R_6hhwKiEduSdTpUp,100,413,TRUE,EN,"crilollering,whebbling,squeping",,"diturably,hularing,susteries",,"susteries,fifuffies,brolorous","ascodiments,bambeagna,figels",,,"seasslins,pragingness,crilollering",,,"gormidion,nusprils,susteries","caeduseousness,alphociration,selorine","grumbered,igmanilating,urpharities",,,"tygranate,susteries,corsenations",,"lusidour,selorine,cazzagra",,,,"acchots,fereniration,myrticates","corsenations,fluckles,caeduseousness","forbicing,acribating,scuptitally",,,"squeasts,spaightness,erpechitades","sweadles,trilching,menniated","rechetsel,pragingness,zimbazza",,,,,"bicrinations,grumbered,menniated","sauging,conscrastions,scuptitally","fluckles,squeanings,prynching",,"bambeagna,chaspection,enrogiciously",,"sweadles,prebicing,concinging","veysurition,saglidity,bambeagna",,,Yes,Vietnamese,Native,Yes,No,Female,38
R_5uLWn9YewH4pUDD,100,499,TRUE,EN,"crilollering,corsenations,ancechuttos","thellering,figelled,erteycole",,,,"ascodiments,myrticates,alphociration","aspintades,scalilla,selorine",,,"dabbedness,shomples,whebbling",,"flicetock,gormidion,fifuffies","fereniration,alphociration,acchots",,"frumbered,briagra,thrurring",,,"aspintades,tescourine,margrel",,"brolorous,thellering,nusprils","rehotes,scayons,ropsta","diadegons,pylisation,erteycole",,,,"flompled,sweadles,quiprigraphy",,"crilders,covigating,spaightness",,,"cacqueting,shoquets,liechersedding","prynching,boincole,diruditions",,"recightlectly,chaspection,erpechitades",,"diruditions,conscrastions,scuptitally","squeanings,shoquets,sauging",,,"zimbazza,saglidity,risitating","urpharities,fereniration,risitating",,,"urreocatry,flompled,ancechuttos",Yes,english,Native,Yes,No,Female,33
R_13gpahpbn3w6xri,100,1129,TRUE,EN,"shomples,ancechuttos,scalilla",,,"fluckles,thuckeding,incarpritation",,"ascodiments,figels,alphociration",,"ipanelle,citocoli,seasslins","sweadles,fluckles,cazzagra",,,"flicetock,operrhaging,grumbered",,"bambeagna,ancechuttos,tygranate",,"squayophrenism,fifuffies,pylisation",,"aspintades,tescourine,citocoli","selorine,operrhaging,fifuffies",,"ropsta,brolorous,thellering","figels,diadegons,erteycole",,,,,"prebicing,femiture,dispights","crilders,refomped,squeasts",,"rechetsel,wrartering,sauging","cacqueting,tyvuniated,fifuffies",,,"frumbered,recightlectly,chaspection","bicrinations,menniated,liechersedding",,,,"boincole,chaspection,enrogiciously","conscrastions,risitating,obsightness",,,"femiture,snially,pragingness","scuptitally,urerrivuration,refomped",Yes,English and Spanish,Native,Yes,No,Female,29
